page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
695387,Joel Tanner (Earth-616),\/Joel_Tanner_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Deceased Characters,3,Jun-75,1975
70763,Judith Klemmer (Earth-616),\/Judith_Klemmer_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Aug-75,1975
300558,Kalumai (Earth-616),\/Kalumai_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-75,1975
439477,Klonus (Earth-616),\/Klonus_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Feb-75,1975
43148,Kthara (Earth-616),\/Kthara_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,3,Oct-75,1975
70762,Ludwig von Shtupf (Earth-616),\/Ludwig_von_Shtupf_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Aug-75,1975
2687,Madam Slay (Earth-616),\/Madam_Slay_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3,Nov-75,1975
70515,Malcolm Merriwell (Earth-616),\/Malcolm_Merriwell_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Feb-75,1975
76735,Morag (Earth-616),\/Morag_(Earth-616),Public Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3,Mar-75,1975
439476,Mortak (Earth-616),\/Mortak_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Feb-75,1975
670956,Ogun Strong (Earth-616),\/Ogun_Strong_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3,Mar-75,1975
198953,Olivia Selby (Earth-616),\/Olivia_Selby_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3,May-75,1975
670961,Orji Jones (Earth-616),\/Orji_Jones_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3,Mar-75,1975
654569,Publius (Earth-616),\/Publius_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3,Jun-75,1975
58664,Rainbow (I.C.O.N.) (Earth-616),\/Rainbow_(I.C.O.N.)_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jul-75,1975
40237,Shadow Stalker (Earth-616),\/Shadow_Stalker_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3,Mar-75,1975
2187,Simon Bretnor (Earth-616),\/Simon_Bretnor_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Oct-75,1975
18747,Tiger-Claw (Earth-616),\/Tiger-Claw_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3,Jun-75,1975
641113,Zandor (Earth-616),\/Zandor_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3,Jan-75,1975
248717,Araman Nila (Earth-616),\/Araman_Nila_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Dec-76,1976
612177,Big Brother (Earth-616),\/Big_Brother_(Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Nov-76,1976
506955,Black Knight (Robot) (Earth-616),\/Black_Knight_(Robot)_(Earth-616),,Good Characters,,,,,Living Characters,3,Mar-76,1976
246269,Brian Mann (Earth-616),\/Brian_Mann_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Dec-76,1976
716026,Celia Jackson (Earth-616),\/Celia_Jackson_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3,Apr-76,1976
560181,Challenger (Demon) (Earth-616),\/Challenger_(Demon)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Apr-76,1976
558235,Falzon (Earth-616),\/Falzon_(Earth-616),Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3,Feb-76,1976
15288,Gordon Dare (Earth-616),\/Gordon_Dare_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,Jul-76,1976
716331,Heshin (Earth-616),\/Heshin_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3,Feb-76,1976
258370,Hoenir (Earth-616),\/Hoenir_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,3,Sep-76,1976
15289,Hugh Dare (Earth-616),\/Hugh_Dare_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3,Jul-76,1976
246419,Jan Maarshall (Earth-616),\/Jan_Maarshall_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,3,Dec-76,1976
196022,"John Romita, Sr. (Earth-616)","\/John_Romita,_Sr._(Earth-616)",,Good Characters,,White Hair,Male Characters,,Living Characters,3,Jun-76,1976
246259,Karen Lee (Kali) (Earth-616),\/Karen_Lee_(Kali)_(Earth-616),,Bad Characters,,Black Hair,Female Characters,,Living Characters,3,Dec-76,1976
246439,Martin Aaronson (Earth-616),\/Martin_Aaronson_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Dec-76,1976
87158,Master of the Sun (Earth-616),\/Master_of_the_Sun_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,3,Jan-76,1976
491310,Randy Tate (Earth-616),\/Randy_Tate_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Dec-76,1976
627004,Regina Clayborne (Earth-616),\/Regina_Clayborne_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3,Aug-76,1976
19289,Si Fan Chung (Earth-616),\/Si_Fan_Chung_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Dec-76,1976
57333,Soul-Strangler (Earth-616),\/Soul-Strangler_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jul-76,1976
249115,Victor Norman (Earth-616),\/Victor_Norman_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Dec-76,1976
165571,Batragon (Earth-616),\/Batragon_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,3,Nov-77,1977
708714,Biljo White (Earth-616),\/Biljo_White_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3,Jun-77,1977
119571,Bobby Sue Hollis (Earth-616),\/Bobby_Sue_Hollis_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Dec-77,1977
165714,Centipor (Earth-616),\/Centipor_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Deceased Characters,3,Nov-77,1977
129191,Dibbuk (Earth-616),\/Dibbuk_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Oct-77,1977
15922,Gemini (Android) (Earth-616),\/Gemini_(Android)_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,3,Jul-77,1977
165711,Ghilaron (Earth-616),\/Ghilaron_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Nov-77,1977
414542,Gormok (Earth-616),\/Gormok_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Apr-77,1977
250551,Hector Santiago (Earth-616),\/Hector_Santiago_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Feb-77,1977
41991,Jason Dean (Earth-616),\/Jason_Dean_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-77,1977
588512,Kenneth Sturdy (Earth-616),\/Kenneth_Sturdy_(Earth-616),,Bad Characters,Black Eyes,Grey Hair,Male Characters,,Deceased Characters,3,Oct-77,1977
165697,Lepirax (Earth-616),\/Lepirax_(Earth-616),,Bad Characters,Compound Eyes,,Male Characters,,Living Characters,3,Nov-77,1977
16045,Metalloid (Earth-616),\/Metalloid_(Earth-616),,Bad Characters,,,,,Living Characters,3,Feb-77,1977
388409,Michael Armstrong (Earth-616),\/Michael_Armstrong_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Jul-77,1977
247341,Oliver Broadhurst (Earth-616),\/Oliver_Broadhurst_(Earth-616),Public Identity,Good Characters,,Bald,Male Characters,,Living Characters,3,Jul-77,1977
505384,Tod Radcliffe (Earth-616),\/Tod_Radcliffe_(Earth-616),No Dual Identity,Bad Characters,,Red Hair,Male Characters,,Deceased Characters,3,Feb-77,1977
286305,Arabella Jones (Earth-616),\/Arabella_Jones_(Earth-616),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,3,Mar-78,1978
539924,Arcturus (Rigellian) (Earth-616),\/Arcturus_(Rigellian)_(Earth-616),No Dual Identity,Bad Characters,,,Male Characters,,Living Characters,3,May-78,1978
14078,Arthur Reynolds (Earth-616),\/Arthur_Reynolds_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Apr-78,1978
177536,Boulder (Outcasts) (Earth-616),\/Boulder_(Outcasts)_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3,Dec-78,1978
688715,Gasshga (Earth-616),\/Gasshga_(Earth-616),Public Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,3,Feb-78,1978
240547,James Wyatt (Earth-616),\/James_Wyatt_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jun-78,1978
491223,Mathal (Earth-616),\/Mathal_(Earth-616),,Good Characters,,,,,Living Characters,3,Oct-78,1978
417940,Thunder (Deviant) (Earth-616),\/Thunder_(Deviant)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Sep-78,1978
15391,Val Adair (Earth-616),\/Val_Adair_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Dec-78,1978
258192,Alexei Vazhin (Robot) (Earth-616),\/Alexei_Vazhin_(Robot)_(Earth-616),,Bad Characters,,,,,Deceased Characters,3,Jul-79,1979
18356,Barth Bukowski (Earth-616),\/Barth_Bukowski_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,Apr-79,1979
256189,Captain Hama (Earth-616),\/Captain_Hama_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,3,Jan-79,1979
703403,Chaos (Eternal) (Earth-616),\/Chaos_(Eternal)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Mar-79,1979
703400,Dionysus (Eternal) (Earth-616),\/Dionysus_(Eternal)_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Jan-79,1979
516987,Eye Killers (Earth-616),\/Eye_Killers_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,3,Dec-79,1979
15295,Ginny Snow (Earth-616),\/Ginny_Snow_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,3,Oct-79,1979
561063,Hand of Five (Earth-616),\/Hand_of_Five_(Earth-616),Secret Identity,Bad Characters,,No Hair,,,Living Characters,3,Oct-79,1979
476159,Randy Vale (Earth-616),\/Randy_Vale_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Apr-79,1979
24333,Skrull-X (Earth-616),\/Skrull-X_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Mar-79,1979
241340,Waxman (Earth-616),\/Waxman_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Aug-79,1979
2129,Aaron Soames (Earth-616),\/Aaron_Soames_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,3,Nov-80,1980
494893,Computrex (Earth-616),\/Computrex_(Earth-616),,Bad Characters,,,,,Living Characters,3,Dec-80,1980
450600,Doctor Daedalus (Earth-616),\/Doctor_Daedalus_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,3,Feb-80,1980
579670,Earl Cowan (Earth-616),\/Earl_Cowan_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Jul-80,1980
625809,John Ehrmann (Earth-616),\/John_Ehrmann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Aug-80,1980
121455,Leoninus (Earth-616),\/Leoninus_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3,Oct-80,1980
93635,Marcus Immortus (Earth-616),\/Marcus_Immortus_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Oct-80,1980
706992,Mary Shamara (Earth-616),\/Mary_Shamara_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Mar-80,1980
707004,Phyllis Shamara (Earth-616),\/Phyllis_Shamara_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Mar-80,1980
454298,Ray-na (Earth-616),\/Ray-na_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,3,Apr-80,1980
247220,Timothy Braverman (Earth-616),\/Timothy_Braverman_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Feb-80,1980
42952,Willard Harrison (Earth-616),\/Willard_Harrison_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-80,1980
352370,Aquon (Microverse) (Earth-616),\/Aquon_(Microverse)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jun-81,1981
21328,Berserker (Primitive) (Earth-616),\/Berserker_(Primitive)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3,May-81,1981
502989,Ira Gross (Earth-616),\/Ira_Gross_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Nov-81,1981
640529,Mia Carrera (Earth-616),\/Mia_Carrera_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,Dec-81,1981
2201,Nadar (Earth-616),\/Nadar_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Jan-81,1981
389610,Ozzie Palmer (Earth-616),\/Ozzie_Palmer_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3,Jun-81,1981
243081,Ramon Hernandez (Doctor) (Earth-616),\/Ramon_Hernandez_(Doctor)_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-81,1981
302461,Red Fowler (Earth-616),\/Red_Fowler_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3,Dec-81,1981
7319,Stygorr (Earth-616),\/Stygorr_(Earth-616),,Bad Characters,Violet Eyes,,Male Characters,,Living Characters,3,Jun-81,1981
555914,Ursula Richards (Earth-616),\/Ursula_Richards_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Dec-81,1981
16075,William McLaughlin (Earth-616),\/William_McLaughlin_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Jan-81,1981
20509,William Scott (Earth-616),\/William_Scott_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3,Oct-81,1981
249897,Xi Shan-Hao (Earth-616),\/Xi_Shan-Hao_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3,Mar-81,1981
49733,Alcmena (Earth-616),\/Alcmena_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3,Oct-82,1982
392860,Atra (Earth-616),\/Atra_(Earth-616),,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3,Nov-82,1982
1502,Elathan (Earth-616),\/Elathan_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Nov-82,1982
175484,Fletcher Heggs (Earth-616),\/Fletcher_Heggs_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Oct-82,1982
21426,Ghost Maker (Earth-616),\/Ghost_Maker_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,,,Living Characters,3,Mar-82,1982
1859,Indech (Earth-616),\/Indech_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Nov-82,1982
41116,Justin Alphonse Gamble (Earth-616),\/Justin_Alphonse_Gamble_(Earth-616),,Good Characters,,Red Hair,Male Characters,,Living Characters,3,Mar-82,1982
586536,Kip Holm (Earth-616),\/Kip_Holm_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,3,Feb-82,1982
7434,Mehemet Faoul (Earth-616),\/Mehemet_Faoul_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Dec-82,1982
490481,Mele (Earth-616),\/Mele_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Apr-82,1982
172912,Rimthursar (Earth-616),\/Rimthursar_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Jun-82,1982
15309,S.U.L.T.A.N. (Earth-616),\/S.U.L.T.A.N._(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Jan-82,1982
586535,Sandy (Earth-616),\/Sandy_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,3,Feb-82,1982
12444,Shaft (Chaste) (Earth-616),\/Shaft_(Chaste)_(Earth-616),,Good Characters,,,,,Deceased Characters,3,Nov-82,1982
15406,Yama (Devas) (Earth-616),\/Yama_(Devas)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Oct-82,1982
605309,Alhambra (Earth-616),\/Alhambra_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Dec-83,1983
511829,Andy (Angel) (Earth-616),\/Andy_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,3,Feb-83,1983
415675,Baron von Blimp (Earth-616),\/Baron_von_Blimp_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jul-83,1983
430238,Brokk (Dwarf) (Earth-616),\/Brokk_(Dwarf)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3,Nov-83,1983
249903,Ethan Domblue (Earth-616),\/Ethan_Domblue_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,May-83,1983
675904,George Hill (Earth-616),\/George_Hill_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-83,1983
16099,Gregori Larionov (Earth-616),\/Gregori_Larionov_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jul-83,1983
99826,Jason Stryker (Earth-616),\/Jason_Stryker_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Jan-83,1983
71661,Jorge Latham (Earth-616),\/Jorge_Latham_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3,Jul-83,1983
2685,Locksmith (Earth-616),\/Locksmith_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Jun-83,1983
18810,Lucas Jackson (Earth-616),\/Lucas_Jackson_(Earth-616),Public Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,3,Oct-83,1983
304978,Marcus Gallio (Earth-616),\/Marcus_Gallio_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Nov-83,1983
246767,Polowski (Earth-616),\/Polowski_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Apr-83,1983
16579,Svetlana Porfiry (Earth-616),\/Svetlana_Porfiry_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,3,Sep-83,1983
16100,Taranith Gestal (Earth-616),\/Taranith_Gestal_(Earth-616),,Bad Characters,Red Eyes,No Hair,,,Deceased Characters,3,May-83,1983
79623,Thomas Smallwood (Earth-616),\/Thomas_Smallwood_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3,Sep-83,1983
199152,Aerivar XVIII (Earth-616),\/Aerivar_XVIII_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Dec-84,1984
16078,Alden Maas (Earth-616),\/Alden_Maas_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Feb-84,1984
16252,Anzhela Federova (Earth-616),\/Anzhela_Federova_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,Jan-84,1984
290153,Eric Beale (Earth-616),\/Eric_Beale_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Oct-84,1984
690431,Heiji Shigematsu (Earth-616),\/Heiji_Shigematsu_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,3,Nov-84,1984
246374,Jason Praed (Earth-616),\/Jason_Praed_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Mar-84,1984
24366,Neil Donaldson (Earth-616),\/Neil_Donaldson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Dec-84,1984
87162,Nicholas Damiano (Earth-616),\/Nicholas_Damiano_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3,Aug-84,1984
736795,Oscar Gordon (Earth-616),\/Oscar_Gordon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Jul-84,1984
434054,Peter Brand (Earth-616),\/Peter_Brand_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3,Sep-84,1984
13124,Proteus (Atlantean Shapeshifter) (Earth-616),\/Proteus_(Atlantean_Shapeshifter)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-84,1984
19505,Tim Harrison (Earth-616),\/Tim_Harrison_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jan-84,1984
181434,Allison McCourt (Earth-616),\/Allison_McCourt_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Feb-85,1985
16004,Elspeth Cromwell (Earth-616),\/Elspeth_Cromwell_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,3,Jan-85,1985
16577,Holly-Ann Ember (Earth-616),\/Holly-Ann_Ember_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Sep-85,1985
244818,Hungry (Earth-616),\/Hungry_(Earth-616),,Bad Characters,Variable Eyes,Variable Hair,,,Living Characters,3,Dec-85,1985
580808,Kali (Oblivion) (Earth-616),\/Kali_(Oblivion)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3,Feb-85,1985
588092,Kehl (Earth-616),\/Kehl_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,May-85,1985
597537,Le Loup (Earth-616),\/Le_Loup_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-85,1985
125255,Lightningbolt (Earth-616),\/Lightningbolt_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Dec-85,1985
432126,Major Sauleda (Earth-616),\/Major_Sauleda_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3,Jan-85,1985
639900,Nostume (Earth-616),\/Nostume_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3,Aug-85,1985
310890,Peeping Tom (Earth-616),\/Peeping_Tom_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Dec-85,1985
62386,Quinn Pullman (Earth-616),\/Quinn_Pullman_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jun-85,1985
15229,Silence (New Wave) (Earth-616),\/Silence_(New_Wave)_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3,Nov-85,1985
310893,Spasm (Earth-616),\/Spasm_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Dec-85,1985
18374,Ann Fraley (Earth-616),\/Ann_Fraley_(Earth-616),Secret Identity,Bad Characters,,White Hair,Female Characters,,Living Characters,3,Mar-86,1986
72745,Charlie Siciliano (Earth-616),\/Charlie_Siciliano_(Earth-616),Public Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jan-86,1986
16309,Cybelle (Earth-616),\/Cybelle_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Deceased Characters,3,Nov-86,1986
251701,Gertha (Earth-616),\/Gertha_(Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3,Jun-86,1986
435114,Gullywhump (Earth-616),\/Gullywhump_(Earth-616),,Good Characters,,No Hair,,,Living Characters,3,Feb-86,1986
277442,Judith Rassendyll (Earth-616),\/Judith_Rassendyll_(Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,,Living Characters,3,Apr-86,1986
435115,King Glugwort (Earth-616),\/King_Glugwort_(Earth-616),,Good Characters,,No Hair,Male Characters,,Living Characters,3,Feb-86,1986
251697,Kossi (Earth-616),\/Kossi_(Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3,Jun-86,1986
705751,Paulo (Earth-616),\/Paulo_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,Apr-86,1986
435128,Ratso (Earth-616),\/Ratso_(Earth-616),,Bad Characters,,,,,Living Characters,3,Feb-86,1986
441178,Rattusk (Earth-616),\/Rattusk_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Jan-86,1986
16139,Ray Carter (Earth-616),\/Ray_Carter_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blond Hair,Male Characters,,Living Characters,3,Dec-86,1986
435127,Southside (Earth-616),\/Southside_(Earth-616),,Bad Characters,,,,,Living Characters,3,Feb-86,1986
27211,Tina Sapristi (Earth-616),\/Tina_Sapristi_(Earth-616),,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Nov-86,1986
251699,Unn (Earth-616),\/Unn_(Earth-616),,Bad Characters,,Red Hair,Female Characters,,Living Characters,3,Jun-86,1986
16134,Gila (Earth-616),\/Gila_(Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,3,Feb-87,1987
41789,Horde (Earth-616),\/Horde_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Orange Hair,Male Characters,,Deceased Characters,3,Nov-87,1987
246262,Kirk Donaghue (Earth-616),\/Kirk_Donaghue_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Feb-87,1987
60588,Maeve Rourke (Earth-616),\/Maeve_Rourke_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Deceased Characters,3,Dec-87,1987
83303,Maya (Inhumans) (Earth-616),\/Maya_(Inhumans)_(Earth-616),Public Identity,Good Characters,,Grey Hair,Female Characters,,Living Characters,3,Sep-87,1987
295659,Nameless One (Voodoo Lord) (Earth-616),\/Nameless_One_(Voodoo_Lord)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jun-87,1987
